,actor_name,title,film_id
105,JOHNNY LOLLOBRIGIDA,KRAMER CHOCOLATE,503
106,JOHNNY LOLLOBRIGIDA,LOVE SUICIDES,535
107,JOHNNY LOLLOBRIGIDA,METAL ARMAGEDDON,571
108,JOHNNY LOLLOBRIGIDA,PACIFIC AMISTAD,650
109,JOHNNY LOLLOBRIGIDA,PATTON INTERVIEW,665
110,JOHNNY LOLLOBRIGIDA,POCUS PULP,687
111,JOHNNY LOLLOBRIGIDA,RIDGEMONT SUBMARINE,730
112,JOHNNY LOLLOBRIGIDA,RINGS HEARTBREAKERS,732
113,JOHNNY LOLLOBRIGIDA,SMILE EARRING,811
114,JOHNNY LOLLOBRIGIDA,SOLDIERS EVOLUTION,817
115,JOHNNY LOLLOBRIGIDA,STAR OPERATION,841
116,JOHNNY LOLLOBRIGIDA,SUNRISE LEAGUE,865
117,BETTE NICHOLSON,ANTITRUST TOMATOES,29
118,BETTE NICHOLSON,BANG KWAI,53
119,BETTE NICHOLSON,BEAST HUNCHBACK,60
120,BETTE NICHOLSON,BIKINI BORROWERS,70
121,BETTE NICHOLSON,CALENDAR GUNFIGHT,112
122,BETTE NICHOLSON,COAST RAINBOW,164
123,BETTE NICHOLSON,COLDBLOODED DARLING,165
124,BETTE NICHOLSON,CROSSROADS CASUALTIES,193
125,BETTE NICHOLSON,DROP WATERFRONT,256
126,BETTE NICHOLSON,IGBY MAKER,451
127,BETTE NICHOLSON,KRAMER CHOCOLATE,503
128,BETTE NICHOLSON,LANGUAGE COWBOY,509
129,BETTE NICHOLSON,LESSON CLEOPATRA,517
130,BETTE NICHOLSON,LIBERTY MAGNIFICENT,519
131,BETTE NICHOLSON,MULHOLLAND BEAST,605
132,BETTE NICHOLSON,POTLUCK MIXED,692
133,BETTE NICHOLSON,SPEED SUIT,826
134,BETTE NICHOLSON,TITANIC BOONDOCK,892
135,BETTE NICHOLSON,TRADING PINOCCHIO,902
136,BETTE NICHOLSON,WYOMING STORM,994
137,GRACE MOSTEL,ANGELS LIFE,25
138,GRACE MOSTEL,ANONYMOUS HUMAN,27
139,GRACE MOSTEL,ARACHNOPHOBIA ROLLERCOASTER,35
140,GRACE MOSTEL,BERETS AGENT,67
141,GRACE MOSTEL,BREAKING HOME,96
142,GRACE MOSTEL,COMMAND DARLING,170
143,GRACE MOSTEL,CONFESSIONS MAGUIRE,173
144,GRACE MOSTEL,DAZED PUNK,217
145,GRACE MOSTEL,DECEIVER BETRAYED,218
146,GRACE MOSTEL,DESTINATION JERK,225
147,GRACE MOSTEL,EXCITEMENT EVE,292
148,GRACE MOSTEL,GASLIGHT CRUSADE,351
149,GRACE MOSTEL,HELLFIGHTERS SIERRA,414
150,GRACE MOSTEL,INSTINCT AIRPORT,463
151,GRACE MOSTEL,MALKOVICH PET,554
152,GRACE MOSTEL,NECKLACE OUTBREAK,618
153,GRACE MOSTEL,OCTOBER SUBMARINE,633
154,GRACE MOSTEL,OPEN AFRICAN,637
155,GRACE MOSTEL,POSEIDON FOREVER,691
156,GRACE MOSTEL,SAINTS BRIDE,758
157,GRACE MOSTEL,SAVANNAH TOWN,766
158,GRACE MOSTEL,SCISSORHANDS SLUMS,770
159,GRACE MOSTEL,SLEEPLESS MONSOON,805
160,GRACE MOSTEL,SLEEPY JAPANESE,806
161,GRACE MOSTEL,STING PERSONAL,846
162,GRACE MOSTEL,TOWN ARK,900
163,GRACE MOSTEL,TRACY CIDER,901
164,GRACE MOSTEL,TREATMENT JEKYLL,910
165,GRACE MOSTEL,WAR NOTTING,957
166,GRACE MOSTEL,WARLOCK WEREWOLF,959
167,MATTHEW JOHANSSON,BABY HALL,47
168,MATTHEW JOHANSSON,CAMPUS REMEMBER,115
169,MATTHEW JOHANSSON,CLONES PINOCCHIO,158
170,MATTHEW JOHANSSON,CONQUERER NUTS,179
171,MATTHEW JOHANSSON,CROWDS TELEMARK,195
172,MATTHEW JOHANSSON,DANCES NONE,205
173,MATTHEW JOHANSSON,DRIVING POLISH,255
174,MATTHEW JOHANSSON,DURHAM PANKY,263
175,MATTHEW JOHANSSON,FLASH WARS,321
176,MATTHEW JOHANSSON,HANGING DEEP,396
177,MATTHEW JOHANSSON,INDIAN LOVE,458
178,MATTHEW JOHANSSON,LIGHTS DEER,523
179,MATTHEW JOHANSSON,LOSER HUSTLER,532
180,MATTHEW JOHANSSON,MALKOVICH PET,554
181,MATTHEW JOHANSSON,RUNNER MADIGAN,752
182,MATTHEW JOHANSSON,SCHOOL JACKET,769
183,MATTHEW JOHANSSON,SCORPION APOLLO,771
184,MATTHEW JOHANSSON,SUGAR WONKA,859
185,MATTHEW JOHANSSON,TOMORROW HUSTLER,895
186,MATTHEW JOHANSSON,VANISHING ROCKY,936
187,JOE SWANK,ANYTHING SAVANNAH,30
188,JOE SWANK,BIRCH ANTITRUST,74
189,JOE SWANK,CHOCOLAT HARRY,147
190,JOE SWANK,CHOCOLATE DUCK,148
191,JOE SWANK,CROOKED FROGMEN,191
192,JOE SWANK,CURTAIN VIDEOTAPE,200
193,JOE SWANK,DALMATIONS SWEDEN,204
194,JOE SWANK,HORROR REIGN,434
195,JOE SWANK,LAWLESS VISION,510
196,JOE SWANK,LEBOWSKI SOLDIERS,514
197,JOE SWANK,MAJESTIC FLOATS,552
198,JOE SWANK,PACIFIC AMISTAD,650
199,JOE SWANK,PERDITION FARGO,671
200,JOE SWANK,PRIMARY GLASS,697
201,JOE SWANK,REEF SALUTE,722
202,JOE SWANK,RUNNER MADIGAN,752
203,JOE SWANK,SMILE EARRING,811
204,JOE SWANK,SNATCHERS MONTEZUMA,815
205,JOE SWANK,SUNRISE LEAGUE,865
206,JOE SWANK,SWEETHEARTS SUSPECTS,873
207,JOE SWANK,TIES HUNGER,889
208,JOE SWANK,TRAFFIC HOBBIT,903
209,JOE SWANK,UNTOUCHABLES SUNRISE,926
210,JOE SWANK,WATERFRONT DELIVERANCE,964
211,JOE SWANK,WILD APOLLO,974
212,CHRISTIAN GABLE,ACADEMY DINOSAUR,1
213,CHRISTIAN GABLE,ALABAMA DEVIL,9
214,CHRISTIAN GABLE,CROOKED FROGMEN,191
215,CHRISTIAN GABLE,DIVINE RESURRECTION,236
216,CHRISTIAN GABLE,DRAGONFLY STRANGERS,251
217,CHRISTIAN GABLE,GOLDFINGER SENSIBILITY,366
218,CHRISTIAN GABLE,JAWBREAKER BROOKLYN,477
219,CHRISTIAN GABLE,JEEPERS WEDDING,480
220,CHRISTIAN GABLE,LIFE TWISTED,522
221,CHRISTIAN GABLE,LORD ARIZONA,530
222,CHRISTIAN GABLE,MOD SECRETARY,587
223,CHRISTIAN GABLE,PREJUDICE OLEANDER,694
224,CHRISTIAN GABLE,PUNK DIVORCE,703
225,CHRISTIAN GABLE,REAP UNFAITHFUL,716
226,CHRISTIAN GABLE,SHAKESPEARE SADDLE,782
227,CHRISTIAN GABLE,TROUBLE DATE,914
228,CHRISTIAN GABLE,USUAL UNTOUCHABLES,929
229,CHRISTIAN GABLE,VACATION BOONDOCK,930
230,CHRISTIAN GABLE,WATERFRONT DELIVERANCE,964
231,CHRISTIAN GABLE,WEDDING APOLLO,966
232,CHRISTIAN GABLE,WIZARD COLDBLOODED,980
233,CHRISTIAN GABLE,WON DARES,983
234,ZERO CAGE,CANYON STOCK,118
235,ZERO CAGE,DANCES NONE,205
236,ZERO CAGE,ENCINO ELF,281
237,ZERO CAGE,ENDING CROWDS,283
238,ZERO CAGE,GANDHI KWAI,348
239,ZERO CAGE,GODFATHER DIARY,364
240,ZERO CAGE,HANDICAP BOONDOCK,395
241,ZERO CAGE,HONEY TIES,429
242,ZERO CAGE,HORN WORKING,433
243,ZERO CAGE,IMAGE PRINCESS,453
244,ZERO CAGE,JERSEY SASSY,485
245,ZERO CAGE,LOSER HUSTLER,532
246,ZERO CAGE,MEET CHOCOLATE,567
247,ZERO CAGE,MOD SECRETARY,587
248,ZERO CAGE,MOONWALKER FOOL,597
249,ZERO CAGE,OLEANDER CLUE,636
250,ZERO CAGE,RACER EGG,709
251,ZERO CAGE,STORY SIDE,850
252,ZERO CAGE,STRANGERS GRAFFITI,854
253,ZERO CAGE,THIN SAGEBRUSH,888
254,ZERO CAGE,TOOTSIE PILOT,896
255,ZERO CAGE,UPTOWN YOUNG,928
256,ZERO CAGE,VELVET TERMINATOR,938
257,ZERO CAGE,WEST LION,969
258,ZERO CAGE,WORKER TARZAN,988
259,KARL BERRY,ALLEY EVOLUTION,16
260,KARL BERRY,ALONE TRIP,17
261,KARL BERRY,ARABIA DOGMA,34
262,KARL BERRY,ARIZONA BANG,37
263,KARL BERRY,BOUND CHEAPER,91
264,KARL BERRY,BOWFINGER GABLES,92
265,KARL BERRY,BUNCH MINDS,107
266,KARL BERRY,CLEOPATRA DEVIL,155
267,KARL BERRY,CONNECTICUT TRAMP,177
268,KARL BERRY,DARES PLUTO,208
269,KARL BERRY,DATE SPEED,213
270,KARL BERRY,DAY UNFAITHFUL,216
271,KARL BERRY,DOORS PRESIDENT,243
272,KARL BERRY,FURY MURDER,344
273,KARL BERRY,HARDLY ROBBERS,400
274,KARL BERRY,HIGHBALL POTTER,416
275,KARL BERRY,HOLES BRANNIGAN,420
276,KARL BERRY,INDEPENDENCE HOTEL,457
277,KARL BERRY,LEATHERNECKS DWARFS,513
278,KARL BERRY,LUCKY FLYING,540
279,KARL BERRY,MONTEREY LABYRINTH,593
280,KARL BERRY,NOVOCAINE FLIGHT,631
281,KARL BERRY,OKLAHOMA JUMANJI,635
282,KARL BERRY,PERFECT GROOVE,672
283,KARL BERRY,REAP UNFAITHFUL,716
284,KARL BERRY,REUNION WITCHES,728
285,KARL BERRY,SMOKING BARBARELLA,812
286,KARL BERRY,STAGECOACH ARMAGEDDON,838
287,KARL BERRY,SWEDEN SHINING,871
288,KARL BERRY,TELEMARK HEARTBREAKERS,880
289,KARL BERRY,VIRGINIAN PLUTO,945
290,UMA WOOD,ALONE TRIP,17
291,UMA WOOD,ANTITRUST TOMATOES,29
292,UMA WOOD,ATTRACTION NEWTON,45
293,UMA WOOD,BOONDOCK BALLROOM,87
294,UMA WOOD,CABIN FLASH,110
295,UMA WOOD,CHINATOWN GLADIATOR,144
296,UMA WOOD,CLASH FREDDY,154
297,UMA WOOD,CLUELESS BUCKET,162
298,UMA WOOD,DAISY MENAGERIE,203
299,UMA WOOD,DRIVER ANNIE,254
300,UMA WOOD,FRIDA SLIPPER,337
301,UMA WOOD,GALAXY SWEETHEARTS,346
302,UMA WOOD,GRINCH MASSAGE,381
303,UMA WOOD,GROUNDHOG UNCUT,385
304,UMA WOOD,HOMEWARD CIDER,427
305,UMA WOOD,INCH JET,456
306,UMA WOOD,LEATHERNECKS DWARFS,513
307,UMA WOOD,LEGALLY SECRETARY,515
308,UMA WOOD,LIFE TWISTED,522
309,UMA WOOD,LION UNCUT,524
310,UMA WOOD,LOLITA WORLD,528
311,UMA WOOD,METAL ARMAGEDDON,571
312,UMA WOOD,MODEL FISH,588
313,UMA WOOD,MOONWALKER FOOL,597
314,UMA WOOD,MOTIONS DETAILS,600
315,UMA WOOD,REBEL AIRPORT,718
316,UMA WOOD,RIDER CADDYSHACK,729
317,UMA WOOD,SNOWMAN ROLLERCOASTER,816
318,UMA WOOD,SOLDIERS EVOLUTION,817
319,UMA WOOD,SPLASH GUMP,832
320,UMA WOOD,SPLENDOR PATTON,833
321,UMA WOOD,STEEL SANTA,843
322,UMA WOOD,TORQUE BOUND,897
323,UMA WOOD,WEDDING APOLLO,966
324,UMA WOOD,ZHIVAGO CORE,998
325,VIVIEN BERGEN,CLASH FREDDY,154
326,VIVIEN BERGEN,CRANES RESERVOIR,187
327,VIVIEN BERGEN,DIRTY ACE,232
328,VIVIEN BERGEN,DONNIE ALLEY,241
329,VIVIEN BERGEN,DRIFTER COMMANDMENTS,253
330,VIVIEN BERGEN,DRIVING POLISH,255
331,VIVIEN BERGEN,DRUMS DYNAMITE,258
332,VIVIEN BERGEN,ENEMY ODDS,284
333,VIVIEN BERGEN,EXCITEMENT EVE,292
334,VIVIEN BERGEN,GORGEOUS BINGO,370
335,VIVIEN BERGEN,HIGH ENCINO,415
336,VIVIEN BERGEN,HILLS NEIGHBORS,417
337,VIVIEN BERGEN,HOBBIT ALIEN,418
338,VIVIEN BERGEN,IMPACT ALADDIN,454
339,VIVIEN BERGEN,ITALIAN AFRICAN,472
340,VIVIEN BERGEN,JAPANESE RUN,475
341,VIVIEN BERGEN,KENTUCKIAN GIANT,495
342,VIVIEN BERGEN,LOVELY JINGLE,536
343,VIVIEN BERGEN,LOVER TRUMAN,537
344,VIVIEN BERGEN,MUSSOLINI SPOILERS,612
345,VIVIEN BERGEN,POLISH BROOKLYN,688
346,VIVIEN BERGEN,SALUTE APOLLO,759
347,VIVIEN BERGEN,SATURDAY LAMBS,764
348,VIVIEN BERGEN,STOCK GLASS,847
349,VIVIEN BERGEN,STREETCAR INTENTIONS,856
350,VIVIEN BERGEN,TIGHTS DAWN,890
351,VIVIEN BERGEN,TRAP GUYS,908
352,VIVIEN BERGEN,TYCOON GATHERING,919
353,VIVIEN BERGEN,VOICE PEACH,948
354,VIVIEN BERGEN,WESTWARD SEABISCUIT,970
355,CUBA OLIVIER,APACHE DIVINE,31
356,CUBA OLIVIER,BORROWERS BEDAZZLED,89
357,CUBA OLIVIER,BOUND CHEAPER,91
358,CUBA OLIVIER,BUTCH PANTHER,108
359,CUBA OLIVIER,CASSIDY WYOMING,125
360,CUBA OLIVIER,DIVINE RESURRECTION,236
361,CUBA OLIVIER,EGYPT TENENBAUMS,275
362,CUBA OLIVIER,EMPIRE MALKOVICH,280
363,CUBA OLIVIER,FLYING HOOK,326
364,CUBA OLIVIER,FUGITIVE MAGUIRE,342
365,CUBA OLIVIER,HELLFIGHTERS SIERRA,414
366,CUBA OLIVIER,HYDE DOCTOR,445
367,CUBA OLIVIER,KISS GLORY,500
368,CUBA OLIVIER,KNOCK WARLOCK,502
369,CUBA OLIVIER,LUKE MUMMY,541
370,CUBA OLIVIER,MAKER GABLES,553
371,CUBA OLIVIER,MONTEZUMA COMMAND,594
372,CUBA OLIVIER,NOON PAPI,626
373,CUBA OLIVIER,OKLAHOMA JUMANJI,635
374,CUBA OLIVIER,ROSES TREASURE,745
375,CUBA OLIVIER,SHANE DARKNESS,783
376,CUBA OLIVIER,SIEGE MADRE,795
377,CUBA OLIVIER,SOLDIERS EVOLUTION,817
378,CUBA OLIVIER,THEORY MERMAID,886
379,CUBA OLIVIER,UNFORGIVEN ZOOLANDER,924
380,CUBA OLIVIER,VOLCANO TEXAS,949
381,CUBA OLIVIER,WEREWOLF LOLA,968
382,CUBA OLIVIER,WONDERLAND CHRISTMAS,985
383,FRED COSTNER,BLANKET BEVERLY,80
384,FRED COSTNER,BOONDOCK BALLROOM,87
385,FRED COSTNER,BROTHERHOOD BLANKET,101
386,FRED COSTNER,CAROL TEXAS,121
387,FRED COSTNER,CLEOPATRA DEVIL,155
388,FRED COSTNER,CONNECTICUT TRAMP,177
389,FRED COSTNER,DECEIVER BETRAYED,218
390,FRED COSTNER,DELIVERANCE MULHOLLAND,221
391,FRED COSTNER,EAGLES PANKY,267
392,FRED COSTNER,EARRING INSTINCT,269
393,FRED COSTNER,EASY GLADIATOR,271
394,FRED COSTNER,EMPIRE MALKOVICH,280
395,FRED COSTNER,ENTRAPMENT SATISFACTION,287
396,FRED COSTNER,GABLES METROPOLIS,345
397,FRED COSTNER,HUMAN GRAFFITI,438
398,FRED COSTNER,IMAGE PRINCESS,453
399,FRED COSTNER,IMPOSSIBLE PREJUDICE,455
400,FRED COSTNER,INCH JET,456
401,FRED COSTNER,KRAMER CHOCOLATE,503
402,FRED COSTNER,MAGNIFICENT CHITTY,548
403,FRED COSTNER,MIRACLE VIRTUAL,582
404,FRED COSTNER,MISSION ZOOLANDER,583
405,FRED COSTNER,REAR TRADING,717
406,FRED COSTNER,SAINTS BRIDE,758
407,FRED COSTNER,SENSE GREEK,779
408,FRED COSTNER,THEORY MERMAID,886
409,FRED COSTNER,WEEKEND PERSONAL,967
410,HELEN VOIGHT,BREAKING HOME,96
411,HELEN VOIGHT,CAPER MOTIONS,119
412,HELEN VOIGHT,CASPER DRAGONFLY,124
413,HELEN VOIGHT,CAT CONEHEADS,127
414,HELEN VOIGHT,CLASH FREDDY,154
415,HELEN VOIGHT,CUPBOARD SINNERS,199
416,HELEN VOIGHT,CYCLONE FAMILY,201
417,HELEN VOIGHT,DIVINE RESURRECTION,236
418,HELEN VOIGHT,EMPIRE MALKOVICH,280
419,HELEN VOIGHT,FEVER EMPIRE,310
420,HELEN VOIGHT,FIDELITY DEVIL,313
421,HELEN VOIGHT,GREATEST NORTH,378
422,HELEN VOIGHT,INDEPENDENCE HOTEL,457
423,HELEN VOIGHT,IRON MOON,469
424,HELEN VOIGHT,JAWS HARRY,478
425,HELEN VOIGHT,KISS GLORY,500
426,HELEN VOIGHT,LEGALLY SECRETARY,515
427,HELEN VOIGHT,LIES TREATMENT,521
428,HELEN VOIGHT,MICROCOSMOS PARADISE,573
429,HELEN VOIGHT,MOVIE SHAKESPEARE,603
430,HELEN VOIGHT,MUMMY CREATURES,606
431,HELEN VOIGHT,ROAD ROXANNE,734
432,HELEN VOIGHT,SCISSORHANDS SLUMS,770
433,HELEN VOIGHT,SIDE ARK,794
434,HELEN VOIGHT,SINNERS ATLANTIS,800
435,HELEN VOIGHT,STRANGER STRANGERS,853
436,HELEN VOIGHT,SWEETHEARTS SUSPECTS,873
437,HELEN VOIGHT,TADPOLE PARK,874
438,HELEN VOIGHT,TELEMARK HEARTBREAKERS,880
439,HELEN VOIGHT,VOICE PEACH,948
440,HELEN VOIGHT,WAR NOTTING,957
441,HELEN VOIGHT,WARLOCK WEREWOLF,959
442,DAN TORN,ATTACKS HATE,44
443,DAN TORN,BOILED DARES,84
444,DAN TORN,CHINATOWN GLADIATOR,144
445,DAN TORN,CONEHEADS SMOOCHY,172
446,DAN TORN,EARLY HOME,268
447,DAN TORN,ELIZABETH SHANE,279
448,DAN TORN,EMPIRE MALKOVICH,280
449,DAN TORN,FLASH WARS,321
450,DAN TORN,GUMP DATE,386
451,DAN TORN,INNOCENT USUAL,460
452,DAN TORN,INSIDER ARIZONA,462
453,DAN TORN,JERK PAYCHECK,484
454,DAN TORN,LOVELY JINGLE,536
455,DAN TORN,MASK PEACH,561
456,DAN TORN,MUSSOLINI SPOILERS,612
457,DAN TORN,REAR TRADING,717
458,DAN TORN,SLING LUKE,808
459,DAN TORN,STATE WASTELAND,842
460,DAN TORN,SUN CONFESSIONS,863
461,DAN TORN,TEQUILA PAST,883
462,DAN TORN,TUXEDO MILE,917
463,DAN TORN,VIRGIN DAISY,944
464,BOB FAWCETT,ACE GOLDFINGER,2
465,BOB FAWCETT,ADAPTATION HOLES,3
466,BOB FAWCETT,CHINATOWN GLADIATOR,144
467,BOB FAWCETT,CIRCUS YOUTH,152
468,BOB FAWCETT,CONTROL ANTHEM,182
469,BOB FAWCETT,DARES PLUTO,208
470,BOB FAWCETT,DARN FORRESTER,212
471,BOB FAWCETT,DAZED PUNK,217
472,BOB FAWCETT,DYNAMITE TARZAN,266
473,BOB FAWCETT,HATE HANDICAP,404
474,BOB FAWCETT,HOMICIDE PEACH,428
475,BOB FAWCETT,JACKET FRISCO,473
476,BOB FAWCETT,JUMANJI BLADE,490
477,BOB FAWCETT,LAWLESS VISION,510
478,BOB FAWCETT,LEATHERNECKS DWARFS,513
479,BOB FAWCETT,OSCAR GOLD,644
480,BOB FAWCETT,PELICAN COMFORTS,670
481,BOB FAWCETT,PERSONAL LADYBUGS,673
482,BOB FAWCETT,RAGING AIRPLANE,711
483,BOB FAWCETT,RUN PACIFIC,750
484,BOB FAWCETT,RUNNER MADIGAN,752
485,BOB FAWCETT,SADDLE ANTITRUST,756
486,BOB FAWCETT,SCORPION APOLLO,771
487,BOB FAWCETT,SHAWSHANK BUBBLE,785
488,BOB FAWCETT,TAXI KICK,877
489,LUCILLE TRACY,ACADEMY DINOSAUR,1
490,LUCILLE TRACY,BANGER PINOCCHIO,54
491,LUCILLE TRACY,BEDAZZLED MARRIED,63
492,LUCILLE TRACY,CHEAPER CLYDE,140
493,LUCILLE TRACY,CHITTY LOCK,146
494,LUCILLE TRACY,COLDBLOODED DARLING,165
495,LUCILLE TRACY,DINOSAUR SECRETARY,231
496,LUCILLE TRACY,DOORS PRESIDENT,243
497,LUCILLE TRACY,EARRING INSTINCT,269
498,LUCILLE TRACY,EGG IGBY,274
499,LUCILLE TRACY,GANDHI KWAI,348
500,LUCILLE TRACY,GOLDFINGER SENSIBILITY,366
501,LUCILLE TRACY,HYDE DOCTOR,445
502,LUCILLE TRACY,JAWS HARRY,478
503,LUCILLE TRACY,JUNGLE CLOSER,492
504,LUCILLE TRACY,KING EVOLUTION,499
505,LUCILLE TRACY,LOLA AGENT,527
506,LUCILLE TRACY,LOSE INCH,531
507,LUCILLE TRACY,LOVERBOY ATTACKS,538
508,LUCILLE TRACY,MODERN DORADO,589
509,LUCILLE TRACY,ORIENT CLOSER,643
510,LUCILLE TRACY,PAJAMA JAWBREAKER,652
511,LUCILLE TRACY,PATIENT SISTER,663
512,LUCILLE TRACY,RANDOM GO,714
513,LUCILLE TRACY,REAR TRADING,717
514,LUCILLE TRACY,SAGEBRUSH CLUELESS,757
515,LUCILLE TRACY,SHANGHAI TYCOON,784
516,LUCILLE TRACY,SUN CONFESSIONS,863
517,LUCILLE TRACY,WASTELAND DIVINE,962
518,LUCILLE TRACY,WINDOW SIDE,977
519,KIRSTEN PALTROW,AGENT TRUMAN,6
520,KIRSTEN PALTROW,BOONDOCK BALLROOM,87
521,KIRSTEN PALTROW,BORN SPINAL,88
522,KIRSTEN PALTROW,CHICKEN HELLFIGHTERS,142
523,KIRSTEN PALTROW,CLOSER BANG,159
524,KIRSTEN PALTROW,CONQUERER NUTS,179
